"Id";"CodigoSAP";"Descripcion";"Direccion";"Poblacion";"Provincia";"FkCliente";"FechaAlta";"ComunidadAutonoma";"CodPostal"
"781";"05-EUS-FUERF";"Franquicia Barakaldo C/ Fueros, 10";"C/ Fueros, 10";"Barakaldo";"Vizcaya";"1";"2013-02-19";"País Vasco";"48901"
"782";"05-EUS-GBERF";"Franquicia San Sebastian-CC Garbera , Local 050. Travesía de Garbera";"CC Garbera , Local 050. Travesía de Garbera";"San Sebastian ";"Guipuzcoa";"1";"2010-12-30";"País Vasco";"39311"
"783";"05-EUS-GETXF";"Franquicia Getxo-C/Mayor 31";"C/ Mayor, 31";"Getxo";"Vizcaya";"1";"2011-06-15";"País Vasco";"48930"
"784";"05-EUS-IPART";"Tienda Bilbao";"C/ Iparraguirre nº37";"Bilbao";"Vizcaya";"1";"2010-04-23";"País Vasco";"48011"
"785";"05-EUS-LAKUL";"Franquica Lince CC Lakua c/ Duque de Wellington 6";"CC Lakua local b4 c/ Duque de Wellington 6";"Vitoria";"Vitoria";"1";"2011-07-28";"País Vasco";"01010"
"786";"05-EUS-PORTL";"Franquicia Lince CC Ballonti, local B29.Portugalete";"CC Ballonti, local B29. Barrio de Ballonti, 1";"Portugalete";"Vizcaya";"1";"2012-11-28";"País Vasco";"48920"
"787";"05-EUS-SSEBT";"TIENDA SAN SEBASTIAN ";"C/ LOIOLA 10";"SAN SEBASTIAN ";"Guipuzcoa";"1";"1900-01-01";"País Vasco";"20005"
"788";"05-EUS-TXURF";"Franquicia San Sebastian";"Txurruca, 2";"San Sebastian ";"Vitoria";"1";"2010-05-07";"País Vasco";"20004"
"789";"05-EUS-VITOL";"Franquicia Lince Vitoria-C/ Postas, 2";"C/ Postas, 2";"Vitoria";"Vitoria";"1";"2010-10-28";"País Vasco";"01001"
"790";"05-GAL-ALCAF";"Franquicia C.C. Alcampo Vigo";"CC Alcampo Vigo 2  L-19 (Avda. Madrid s/n)";"Vigo";"Pontevedra";"1";"2010-06-29";"Galicia";"36214"
"791";" ";"Franquicia Lince  Vigo - Plaza America 21";"Plaza America 21-Vigo";"Vigo";"Pontevedra";"1";"2010-10-28";"Galicia";"36211"
"792";"05-GAL-BETAF";"Franquicia C/Betanzos-A Coruña";"C/ Betanzos, 5";"A Coruña";"A Coruña";"1";"2009-10-28";"Galicia";"40007"
"793";"05-GAL-CANCF";"Franquicia CC As Cancelas local B25, Rúa do Vintecinco de Xullo";"CC As Cancelas local B25, Rúa do Vintecinco de Xullo";"Santiago de Compostela";"A Coruña";"1";"2012-11-15";"Galicia";"15703"
"794";"05-GAL-CORUF";"Franquicia La Coruña";"C/ Barcelona 44";"A Coruña";"A Coruña";"1";"2008-12-12";"Galicia";"15010"
"795";"05-GAL-CUATF";"Franquicia C.C. Cuatro Caminos";"CC Cuatro Caminos. Ramón y Cajal 53 DUP 53-55 Local B2";"A Coruña";"A Coruña";"1";"2010-05-28";"Galicia";"15006"
"796";"05-GAL-FERRF";"Franquicia Ferrol";"C.C. Alcampo L16 ";"Ferrol";"A Coruña";"1";"2008-12-30";"Galicia";"15407"
"797";"05-GAL-GRANF";"Franquicia Av de la Gran Vía, 11-13";"Av de la Gran Vía, 11-13. ";"Vigo";"Pontevedra";"1";"2011-04-15";"Galicia";"36204"
"798";"05-GAL-GVIAF";"Franquicia CC Gran Vía de Vigo ";"CC Gran Vía de Vigo (C/ Miradoiro,2)";"Vigo";"Pontevedra";"1";"2009-09-24";"Galicia";"36204"
"799";"05-GAL-LAZAF";"Franquicia Ourense";"C/ Parque San Lázaro, 2 Baja";"Ourense";"Ourense";"1";"2009-06-25";"Galicia";"32003"
"800";"05-GAL-LUGOF";"Franquicia Lugo Avda. de la Coruña 1 Esq Rondas de la Muralla, 1";"Avda. de la Coruña 1 Esq Rondas de la Muralla, 1";"Lugo";"Lugo";"1";"2010-12-15";"Galicia";"27003"
"801";"05-GAL-MARIF";"Franquicia CC Marineda City- A Coruña";"CC Marineda City Local 61 Estrada Baños de Arteixo, s/n (Pol. Ind. A Grela)";"A Coruña";"A Coruña";"1";"2011-04-14";"Galicia";"15008"
"802";"05-GAL-OUREF";"Franquicia CC Ponte Vella Ourense";"CC Ponte Vella, Local B9. Avda. Ribeira Sacra, 50.";"Ourense";"Ourense";"1";"2012-10-09";"Galicia";"32002"
"803";"05-GAL-PEREF";"Franquicia C/ Peregrina, 1";"C/ Peregrina, 1";"Pontevedra";"Pontevedra";"1";"2012-09-13";"Galicia";"36001"
"804";"05-GAL-REALT";"Tienda A Coruña-C/Real";"C/ Real, 63. A Coruña-Avda. de la Marina nº 28";"A Coruña";"A Coruña";"1";"2009-07-23";"Galicia";"15003"
"805";"05-GAL-SANTF";"Franquicia Santiago Compostela";"C/ República del Salvador nº 20.";"Santiago de Compostela";"A Coruña";"1";"2010-02-10";"Galicia";"15701"
"806";"05-GAL-TEIXF";"Franquicia  Doctor Teixeiro, 1";"Avda Doctor Teixeiro, 1";"Santiago de Compostela";"A Coruña";"1";"2012-05-30";"Galicia";"15701"
"807";"05-GAL-TERMF";"Franquicia CC As Termas";"Lugo- CC As Termas L-19 Infanta Elena Duquesa de Lugo, 93 ";"Lugo";"Lugo";"1";"2011-06-22";"Galicia";"27003"
"808";"05-GAL-TRAVL";"Franquicia Lince CC Travesía de Vigo  LB12 ";"CC Travesía de Vigo  LB12";"Vigo";"Pontevedra";"1";"2011-10-26";"Galicia";"36207"
"809";"05-GAL-VIGOF";"Franquicia Vigo";"C/ Principe - Esquina Doctor Cadaval";"Vigo";"Pontevedra";"1";"2008-10-10";"Galicia";"36202"
"810";"05-GAL-VIGOL";"Franquicia Lince Vigo Rúa de Urzáiz, 152 ";"Rúa de Urzáiz, 152";"Vigo ";"Pontevedra";"1";"2011-06-08";"Galicia";"36400"
"811";"05-NAV-HUARL";"Franquicia Lince CC Itaroa ";"C.C. Itaroa - Avda Intxaurdia - Escalera Lb Piso 26 Puerta B";"Huarte";"Navarra";"1";"2010-09-08";"Navarra";"31620"
"812";"05-NAV-IGNAF";"Franquicia Pamplona";"Avda. San Ignacio nº 14";"Pamplona";"Navarra";"1";"2009-06-25";"Navarra";"31002"
"813";"05-NAV-PAMPT";"Tienda Avda. Carlos II, 9 ";"Avda. Carlos lll,  9 ";"Pamplona";"Navarra";"1";"2011-05-04";"Navarra";"31002"
"814";"05-RIO-LOGRF";"Franquicia Logroño";"C/ Gran Vía Juan Carlos I, 41";"Logroño";"Logroño";"1";"2009-04-21";"La Rioja";"26002"
"815";"05-CAL-SANTT";"TTPP";"C/ Santiago, 15";"Valladolid";"Valladolid";"1";"2014-12-22";"Castilla León";"47004"
"816";"01-MAD-ALUCL";"TIENDA ORANGE ALUCHE CC PLAZA ALUCHE-LINCE";"AVDA. DE LOS POBLADOS, 36-37";"Madrid";"Madrid";"1";"2015-10-08";"Madrid";"28047"
"817";"01-MAD-BRAVT";"TTPP Bravo Murillo";"C/ Bravo Murillo 103";"Madrid";"MADRID";"1";"2009-01-16";"Madrid";"28020"
"818";"01-MAD-ALCAT";"TTPP Alcala";"C/Alcala 149 (esquina Goya)";"Madrid";"MADRID";"1";"2015-07-21";"Madrid";"28001"
"819";"01-MAD-GVIAT";"TTPP Gran Via 44,  Madrid";"Gran Via, 44   ";"Madrid";"MADRID";"1";"2016-08-31";"Madrid";"28013"
"820";"01-MAD-PRINT";"TTPP Princesa 51";"Princesa, 51.";"Madrid";"MADRID";"1";"2011-04-20";"Madrid";"28008"
"821";"01-MAD-PSOLT";"TTPP Puerta de Sol";"Puerta del Sol 12, esq. Carmen, 2";"Madrid";"MADRID";"1";"2011-11-30";"Madrid";"28013"
"824";"02-CAT-GRACT";"TTPP Paseo de Gracia";"Paseo de Gracia nº 6";"Barcelona";"Barcelona";"1";"2014-11-01";"Cataluña";"8007"
"825";"02-CAT-PELAT";"TTPP Propia C/ Pelayo, 50";"C/ Pelayo 50";"Barcelona";"Barcelona";"1";"2015-09-15";"Cataluña";"8001"
"826";"02-CAT-RAMBT";"TTPP Rambla de Catalunya 72";"Rambla de Catalunya 72";"Barcelona";"Barcelona";"1";"2016-12-14";"Cataluña";"8007"
"827";"03-VAL-MAIST";"TTPP Alicante C/Maisonnave nº38";"C/ Maisonnave nº38";"Alicante";"Alicante";"1";"2016-11-16";"Comunidad Valenciana";"03003"
"828";"03-MUR-GVIAT";"TTPP Murcia Francisco Salzillo, 19.";"C/ Gran Via del Escultor FCO. Salzillo 19";"Murcia";"Murcia";"1";"2015-11-18";"Murcia";"30004"
"830";"03-VAL-COLOT";"TTPP Valencia";"C/ Colon 19";"Valencia";"Valencia";"1";"2009-04-02";"Comunidad Valenciana";"46004"
"831";"03-VAL-RUZAT";"TTPP Ruzafa, 14";"Ruzafa 14 - Covento de Santa Clara 1";"Valencia";"Valencia";"1";"2011-06-09";"Comunidad Valenciana";"46004"
"832";"04-AND-CRUZT";"TTPP Cordoba. Cruz Conde";"CRUZ CONDE 6 ";"Córdoba";"CORDOBA";"1";"2016-09-15";"Andalucía";"14002"
"833";"04-AND-NUEVT";"TTPP Malaga. Calle Nueva";"C/ Nueva nº 32, Plta.Baja y 1ª";"Málaga";"Malaga";"1";"2016-09-01";"Andalucía";"29005"
"834";"04-AND-TETUT";"TTPP Tetuan - Sevilla";"C/ Tetuan, 19";"Sevilla";"Sevilla";"1";"2014-11-01";"Andalucía";"41011"
"835";"05-GAL-THEHT";"TTPP A Coruña-C/Teresa Herrera";"Teresa Herrera, 16";"A Coruña";"A Coruña";"1";"2016-12-21";"Galicia";"15004"
"836";"05-EUS-IPART";"TTPP Bilbao";"C/ Iparraguirre nº37";"Bilbao";"Vizcaya";"1";"2016-11-30";"País Vasco";"48011"
"837";"05-NAV-PAMPT";"TTPP Pamplona Avda. Carlos II, 9";"Avda. Carlos lll,  9";"Pamplona";"Navarra";"1";"2015-05-07";"Navarra";"31002"
"838";"05-EUS-SSEBT";"TTPP San Sebastian-Loiola";"C/ Loiola 10";"San Sebastián";"Guipuzcoa";"1";"2015-10-28";"País Vasco";"20005"
"839";"05-CAL-SANTT";"TTPP Valladolid-C/ Santiago, 15";"C/ Santiago, 15";"Valladolid";"Valladolid";"1";"2014-12-22";"Castilla León";"47004"
"840";"05-ARA-ESPAT";"TTPP Zaragoza";"c/ ESPAÑA 4 ";"Zaragoza";"ZARAGOZA";"1";"2016-11-30";"Aragón";"50003"
"841";"01-ICA-PALMT";"TTPP Las Palmas";"Galicia 25 Esq. Av. Jose Mesa y Lopez 23 25 ";"Las Palmas de Gran Canaria";"Gran Canaria";"1";"2009-06-23";"Canarias";"35006"
"842";"01-ICA-TENET";"TTPP Tenerife-C/Castillo";"Castillo, 68";"Tenerife";"Tenerife";"1";"2015-05-21";"Canarias";"38003"
